YEAR,QUARTER,MONTH,UT15_NAME,UT17_NAME,UT20_NAME,GEOGRAPHY,MARKET,COUNTRY,REGION,REVENUE_BUDGET,COST_BUDGET,EXPENSE_BUDGET,BRANCH
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),APAC,ASEAN Market,Asean Plan,ASEAN Region,-214630.45,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),APAC,ASEAN Market,Asean Plan,ASEAN Region,210132.3,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,123540.42,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,Canadian Market,Canada Plan,Canada Region,-469736.17,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,Canadian Market,Canada Plan,Canada Region,-342853.29,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,-104726.2,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,DACH Market,DACH Plan,DACH Region,238382.82,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,France Market,France Plan,France Region,-377524.41,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,-150008.62,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,Italy Market,Italy Plan,Italy Region,-68752.27,0.0,0.0,
2025,2,4,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),APAC,Korea Market,Korea Plan,Korea Region,-15073.5,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,188381.39,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),EMEA,SPGI Market,SPGI Top,SPGI Region,-119847.35,0.0,0.0,
2025,3,7,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,-78796.73,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-1289699.24,0.0,0.0,
2025,4,10,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US Industry Market,US Industry Plan,US Industry Region,-203855.04,0.0,0.0,
2025,1,1,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Americas,US National Market,US National Plan,US Northeast Region,-4233824.28,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,APAC,ASEAN Market,Asean Plan,ASEAN Region,124044.26,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Americas,Canadian Market,Canada Plan,Canada Region,1352089.99,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,EMEA,DACH Market,DACH Plan,DACH Region,541148.8,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,EMEA,France Market,France Plan,France Region,456685.25,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,EMEA,France Market,France Plan,France Region,434923.75,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,66330.57,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Japan,Japan Market,Japan Plan,Japan Region,64492.86,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,916090.62,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,964985.76,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,313839.42,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",591506.38,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,204528.77,0.0,0.0,
2025,3,7,Automation Platform,Application Development & Integration,B2B Integration,EMEA,SPGI Market,SPGI Top,SPGI Region,235831.73,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,1074421.29,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Top Market,U.S. Other Plan,US Top Region,-368930.46,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,1711822.52,0.0,0.0,
2025,1,1,Automation Platform,Application Development & Integration,B2B Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1490656.78,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1646945.14,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,EMEA,UKI Market,UK/Ireland Plan,UKI Region,1667578.22,0.0,0.0,
2025,2,4,Automation Platform,Application Development & Integration,B2B Integration,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,218971.56,0.0,0.0,
2025,4,10,Automation Platform,Application Development & Integration,B2B Integration,Americas,US National Market,US National Plan,US Northeast Region,17427474.18,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,1629497.22,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,EMEA,DACH Market,DACH Plan,DACH Region,1212467.31,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,122769.35,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,245538.73,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,EMEA,Italy Market,Italy Plan,Italy Region,950892.94,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,Japan,Japan Market,Japan Plan,Japan Region,635834.32,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,342223.02,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,Americas,US Financial Service Market,U.S. Financial Plan,US Financial Service Region,2376535.38,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Americas,US Top Market,U.S. Other Plan,US Top Region,-2941483.08,0.0,0.0,
2025,1,1,Data Platform,AI Productivity,Business Analytics,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,2166801.14,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,2677052.43,0.0,0.0,
2025,4,10,Data Platform,AI Productivity,Business Analytics,Americas,US Industry Market,US Industry Plan,US Industry Region,2838369.06,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,APAC,Australia/New Zealand Market,Australia/New Zealand Plan,Australia/New Zealand Region,286217.55,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,56480.03,0.0,0.0,
2025,3,7,Data Platform,AI Productivity,Business Analytics,Americas,US Industry Market,US Industry Plan,US Industry Region,3000448.61,0.0,0.0,
2025,2,4,Data Platform,AI Productivity,Business Analytics,Americas,US National Market,US National Plan,US Northeast Region,8363988.69,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Content Management,EMEA,France Market,France Plan,France Region,36723.98,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Japan,Japan Market,Japan Plan,Japan Region,253119.0,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Japan,Japan Market,Japan Plan,Japan Region,447561.0,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",51062.96,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Content Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",143356.28,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",155658.26,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Content Management,Americas,US Top Market,U.S. Other Plan,US Top Region,6840.39,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Top Market,U.S. Other Plan,US Top Region,6953.74,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Content Management,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,115997.62,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,APAC,ASEAN Market,Asean Plan,ASEAN Region,91949.5,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,APAC,ASEAN Market,Asean Plan,ASEAN Region,155731.38,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,Canadian Market,Canada Plan,Canada Region,137285.1,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,EMEA,DACH Market,DACH Plan,DACH Region,373884.61,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,EMEA,DACH Market,DACH Plan,DACH Region,514190.34,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,APAC,Greater China Group Market,Greater China Group Plan,Greater China Group Region,14856.57,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Integration,APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,113040.02,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,528467.33,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,533065.08,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Integration,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,554198.85,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Integration,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",309330.85,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Integration,Americas,US Federal Market,U.S. Federal Plan,US Federal Region,168499.76,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,Japan,Japan Market,Japan Plan,Japan Region,220830.62,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",238082.71,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",267106.18,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Intelligence,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",265397.93,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,EMEA,SPGI Market,SPGI Top,SPGI Region,59088.04,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Intelligence,Americas,US Top Market,U.S. Other Plan,US Top Region,-713716.91,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,564936.69,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,570812.39,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,EMEA,UKI Market,UK/Ireland Plan,UKI Region,460389.93,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,54.92,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US Partner Service Market,US Build/Service Partnerss Plan,US Partner Service Region,13961.84,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Intelligence,Americas,US Industry Market,US Industry Plan,US Industry Region,502854.15,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Intelligence,Americas,US National Market,US National Plan,US Northeast Region,2062988.99,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,APAC,ASEAN Market,Asean Plan,ASEAN Region,46923.29,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,APAC,ASEAN Market,Asean Plan,ASEAN Region,56871.32,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Japan,Japan Market,Japan Plan,Japan Region,88465.68,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,APAC,Korea Market,Korea Plan,Korea Region,2508.67,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,APAC,Korea Market,Korea Plan,Korea Region,2363.5,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,482396.95,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,EMEA,Middle East/Africa Market,Middle East and Africa Plan,Middle East/Africa Top Region,64418.42,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",168522.29,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,EMEA,"Northern, Central and Eastern Europe Market","Northern, Central and Eastern Europe Plan","Northern, Central and Eastern Europe Top Region",248608.2,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,Americas,US Top Market,U.S. Other Plan,US Top Region,-401451.64,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US Top Market,U.S. Other Plan,US Top Region,-408598.51,0.0,0.0,
2025,3,7,Data Platform,Data Fabric,Data Lakehouse,Americas,US Public Market,U.S. Public Plan,US Public Top Account Region,351105.71,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,EMEA,UKI Market,UK/Ireland Plan,UKI Region,437520.26,0.0,0.0,
2025,2,4,Data Platform,Data Fabric,Data Lakehouse,EMEA,UKI Market,UK/Ireland Plan,UKI Region,466381.85,0.0,0.0,
2025,1,1,Data Platform,Data Fabric,Data Lakehouse,Americas,US Industry Market,US Industry Plan,US Industry Region,299578.88,0.0,0.0,
2025,4,10,Data Platform,Data Fabric,Data Lakehouse,Americas,US National Market,US National Plan,US Northeast Region,1197920.82,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,ASEAN Market,Asean Plan,ASEAN Region,-79846.02,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Canadian Market,Canada Plan,Canada Region,-130294.98,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,-9362.27,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,India/South Asia Market,India & South Asia Plan,India/South Asia Region,-27669.89,0.0,0.0,
2025,3,7,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),APAC,Korea Market,Korea Plan,Korea Region,-3043.82,0.0,0.0,
2025,1,1,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,-528349.95,0.0,0.0,
2025,2,4,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Americas,Latin America Market,Latin America Market Plan,Latin America Top Region,-468954.44,0.0,0.0,
