YEAR,QUARTER,MONTH,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,REVENUE,GROSS_PROFIT,REGION,BRANCH,REVENUE_PY,GROSS_PROFIT_PY,REVENUE_PPY,GROSS_PROFIT_PPY
2022,1,1,APAC,ASEAN Market,Indonesia,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage Insights/Pro & Spectrum Control,2430.76,2430.76,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-28148.07,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application Development,Z Application Development Languages,Enterprise COBOL for z/OS,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application Development,Z Application Development Languages,Z Compilers,353.18,353.18,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application Development,Z Application Development Tools,IDzEE & ADFz,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application Development,Z Host Software,Encore,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,Z Application Integration,CICS Transaction Gateway,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,Z Application Integration,z/OS Connect Enterprise Edition,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,Z Application and Data,CICS Transaction Server for z/OS,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,Z Application and Data,IMS,-7363.76,-7363.76,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,zOS,DFSMS,3532.33,3532.33,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z Application and Data Management,zOS,z/OS Communication Server,5930.43,5930.43,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z IT Operations Management,Z Management Tools,CICS Tools,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z IT Operations Management,Z Management Tools,IMS Tools,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z IT Operations Management,Z Observability and Automation,Z IT Automation,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Z TPS,Z IT Operations Management,Z Observability and Automation,Z Monitoring Suite,0.0,0.0,ASEAN Region,Indonesia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Storage TPS,Storage for Data and AI SW Market,Storage for Data and AI SW,Storage Scale SW (TPS),0.0,14.0,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Indonesia,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-88156.76,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",2581.16,2581.16,ASEAN Region,Malaysia Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),-306.37,-306.37,ASEAN Region,Malaysia Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Development,Cloud Pak for Applications,3063.22,3063.22,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Development,DevOps,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Development,Legacy App Services,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Development,WebSphere Application Server,15334.59,15334.59,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,App Connect,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,Cloud Pak for Integration,27980.9,27980.9,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,DataPower Appliances,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,DataPower Software,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,MQ,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,WebSphere Service Registry/Repository,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,B2B Integration,Sterling Managed File Transfer,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,B2B Integration,Sterling Transformation Extender,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Engineering Lifecycle Management,Engineering Lifecycle Management Suite,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),42524.16,475081.89,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",123205.02,123205.02,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",107271.25,107271.25,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Infrastructure Automation,Identity and Access Mgmt,Verify Governance,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar SIEM,20632.27,20632.27,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Security Threat Management,Security Threat Mgmt,Security Randori ASM,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Technology Business Management,Asset Lifecycle Management,Maximo,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Technology Business Management,Observability Portfolio,IT Automation Heritage,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Technology Business Management,Observability Portfolio,Operations Insights,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,AI Productivity,Business Analytics,Cognos Analytics,21560.27,21560.27,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,AI Productivity,Business Analytics,Planning Analytics,-24074.75,-24074.75,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,AI Productivity,Business Analytics,SPSS Modeler,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Data Integration,Data Replication,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Data Integration,DataStage,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Data Intelligence,Cloud Pak for Data,9310.27,9310.27,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Data Intelligence,Optim,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,77091.24,77091.24,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Cloudera & Hadoop,286.64,286.64,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Db2,445689.45,445689.45,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Informix,16954.17,16954.17,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Netezza,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases for z/OS,Db2 Tools for Z,6431.07,6431.07,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases for z/OS,Db2 for Z,229024.38,229024.38,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),137891.11,137891.11,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Power TPS,Power TPS Market,Power TPS Portfolio,Power Compilers,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Public Cloud Platform,Public Cloud Contracts,Public Cloud Contracts Portfolio,IBM Cloud Subscription (BP & Annuity Use Only),0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Public Cloud Platform,Public Cloud TEL & Support,Technology Expert Labs & Support,IBM Cloud Premium & Advanced Support,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Storage TPS,Storage for Data Resiliency SW Market,Storage for Data Resiliency SW,Storage Protect,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Storage TPS,Storage for Data and AI SW Market,Storage for Data and AI SW,Cloud Object Storage SW (TPS),0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Storage TPS,Storage for Hybrid Cloud SW Market,Storage for Hybrid Cloud SW,Storage Suite for IBM Cloud Paks,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage Insights/Pro & Spectrum Control,433.37,433.37,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage Virtualize,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-241022.34,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z Application Development,Z Application Development Tools,IDzEE & ADFz,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z Application Development,Z Host Software,Encore,20297.88,20297.88,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z Application Development,Z Host Software,Host Integration (HATS and HACP),0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z Application and Data Management,Z Application Integration,CICS Transaction Gateway,0.0,0.0,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z IT Operations Management,Z Observability and Automation,Z IT Monitoring,38137.66,38137.66,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Z TPS,Z IT Operations Management,Z Observability and Automation,Z Workload Scheduling,28739.63,28739.63,ASEAN Region,Malaysia Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,DataPower Appliances,0.0,0.0,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Application Development & Integration,Application Integration,MQ Appliances,0.0,0.0,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),0.0,-432557.73,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",0.0,-6330.57,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Db2,0.0,-191178.69,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Data Platform,Data Fabric,Databases,Netezza,0.0,0.0,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Malaysia,Unassigned,Unassigned,Unassigned,Unassigned,0.0,34348.58,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),6992.0,6992.0,ASEAN Region,Philippines Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),4721.0,4721.0,ASEAN Region,Philippines Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-47.0,ASEAN Region,Philippines Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Application Development & Integration,Application Development,Cloud Pak for Applications,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Application Development & Integration,Application Integration,Cloud Pak for Integration,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",39855.07,39855.07,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar SIEM,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar Suite (Software),51702.0,51702.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Technology Business Management,Observability Portfolio,IT Automation Heritage,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Technology Business Management,Observability Portfolio,Operations Insights,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Data Platform,Data Fabric,Data Integration,DataStage,0.0,0.0,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Data Platform,Data Fabric,Data Intelligence,SPSS Statistics,9606.38,9606.38,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Data Platform,Data Fabric,Databases,Db2,4209.95,4209.95,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage FlashSystem FS5xxx SW - Legacy (TPS),2192.73,2192.73,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage FlashSystem FS7xxx SW - Legacy (TPS),11830.78,11830.78,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage FlashSystem FS9xxx SW - Legacy (TPS),10341.16,10341.16,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Storage TPS,Storage for Primary Block SW Market,Storage for Primary Block SW,Storage Insights/Pro & Spectrum Control,1565.3,1565.3,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-33217.96,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Z TPS,Z Application Development,Z Host Software,Host Integration (HATS and HACP),-56994.4,-56994.4,ASEAN Region,Philippines Select,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Automation Platform,Security Threat Management,Security Threat Mgmt,QRadar SIEM,0.0,11683.46,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Philippines,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-67795.59,ASEAN Region,Unassigned,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-1267.72,ASEAN Region,Singapore Enterprise,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",7854.06,7854.06,ASEAN Region,Singapore Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Automation Platform,Technology Business Management,Observability Portfolio,IT Automation Heritage,8534.22,8534.22,ASEAN Region,Singapore Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Data Platform,Data Fabric,Data Intelligence,Optim,0.0,0.0,ASEAN Region,Singapore Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),4401.93,4401.93,ASEAN Region,Singapore Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Unassigned,Unassigned,Unassigned,Unassigned,0.0,-569.97,ASEAN Region,Singapore Non Sales,0.0,0.0,0.0,0.0
2022,1,1,APAC,ASEAN Market,Singapore,Automation Platform,Application Development & Integration,Application Integration,MQ,74232.39,74232.39,ASEAN Region,Singapore Select,0.0,0.0,0.0,0.0
